Gene ID	source_id	scaled sense - 40-5 hours post-invasion - unique only	scaled sense - 2-10 hours post-invasion - unique only	scaled sense - 7-15 hours post-invasion - unique only	scaled sense - 12-20 hours post-invasion - unique only	scaled sense - 17-25 hours post-invasion - unique only	scaled sense - 22-30 hours post-invasion - unique only	scaled sense - 27-35 hours post-invasion - unique only	scaled sense - 32-40 hours post-invasion - unique only	Gene Name or Symbol	sense - T05 - unique only	sense - T10 - unique only	sense - T15 - unique only	sense - T20 - unique only	sense - T25 - unique only	sense - T30 - unique only	sense - T35 - unique only	sense - T40 - unique only	3D7 2020 sense - 0hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 8hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 16hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 24hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 32hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 40hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 48hr 3D7 DAFT-seq - unique only
PF3D7_0111700	PF3D7_0111700.1	2.44	4.89	23.04	24.94	116.07	115.57	293.46	232.81	N/A	6.56	9.69	42.58	65.6	46.79	51.72	58.69	39.32	28.21	28.01	31.82	36.88	32.84	19	18.06
PF3D7_0111800	PF3D7_0111800.1	9.12	4.61	25.47	76.31	529.61	756.1	1295.04	869.62	N/A	32.93	17.97	109.15	346.72	480.11	413.83	356.37	172.07	124.38	133.55	205.91	282.98	199.26	140.24	112.85
PF3D7_0111900	PF3D7_0111900.1	43.01	23.03	50.35	69.17	543.77	1165.59	2983.96	2657.98	N/A	126.91	66.22	98.59	274.85	417.06	624.98	695.17	569.04	118.33	158.04	231.83	402.53	260.04	288.44	211.02
PF3D7_0112000	PF3D7_0112000.1	5.87	9.57	22.2	28.19	150.42	274.97	640.69	470.95	TatD	19.5	22.08	45.8	68.57	87.43	144.78	121.91	70.01	54.21	102.08	112.2	152.16	121.52	72.79	62.52
PF3D7_0112100	PF3D7_0112100.1	1.99	6.78	10.25	5.18	6.28	3.05	3.62	1.5	PIMMS1	2.87	32.46	16.46	9.05	2.92	2.18	1.75	5.88	3.61	6.83	4.36	5.04	1.32	2.38	2.8
PF3D7_0112200	PF3D7_0112200.1	3.9	1.2	7.2	25.61	291.56	652.25	1273.72	740.47	MRP1	9.56	3.44	18.21	69.6	160.45	215.71	172.62	70.27	28.1	27.55	79.59	228.61	128.85	68.88	26.51
PF3D7_0112300	PF3D7_0112300.1	3.42	2.39	5.52	2.15	5.27	4.89	19.46	24.09	N/A	0.53	0	0.26	0	0	0	0.8	1.68	0.97	1.98	2.8	1.35	2.51	2.72	2.78
PF3D7_0112500	PF3D7_0112500.1	1.15	3.61	1.15	1.63	58.04	52.81	150.41	88.53	N/A	0	0	0	0	4.34	1.51	0	6.79	4.17	0	0	0	4.52	0	3.23
PF3D7_0112700	PF3D7_0112700.1	230.56	238.73	151.02	115.2	243.23	386.86	973.22	1576.43	N/A	15.36	27.66	26.75	12.21	6.15	10.04	14.59	19.49	4.19	3.88	5.07	2.98	4.25	4.16	4.75
PF3D7_0112800	PF3D7_0112800.1	23.1	39.05	24.8	12.48	30.21	29.33	52.7	116.08	N/A	46.75	94.16	54.3	25.39	14.11	12.1	10.19	16.82	42.87	35.28	16.66	10.29	9.99	11.64	18.07
PF3D7_0112900	PF3D7_0112900.1	48.28	11.05	5.53	2.53	7.13	12.02	31.76	40.03	N/A	61.22	28.66	8.14	6.31	3.04	5	4.43	11.46	70.83	21.19	15.32	10.26	13.61	18.18	30.92
PF3D7_0113000	PF3D7_0113000.1	52.64	541.8	1560.17	1462.42	2094.61	5446.57	6120	1030.63	GARP	53.28	599.73	1558.28	827.08	948.04	1262.7	436.99	99.46	285.65	969.88	2313.61	1070.87	665.17	205.14	234.96
PF3D7_0113100	PF3D7_0113100.1	2.06	0.81	0.5	0.57	19.36	73.25	115.11	86.62	SURF1.1	3.18	2.72	1.55	2.55	21.58	40.64	37.88	30.38	39.78	24.33	44.49	55.85	45.68	36.7	32.88
PF3D7_0113200	PF3D7_0113200.1	13.71	5.27	13	20.01	308.82	586.04	596.72	361.61	N/A	23.72	8.11	13.68	62.25	172.07	114.25	86.27	58.29	63.89	79.41	269.97	306	195.82	132.23	83.31
PF3D7_0113300	PF3D7_0113300.1	150.58	414.09	379.61	158.81	133.37	127.33	159.88	79.26	N/A	188.05	497.01	378.55	131.67	37.59	24.16	17.31	11.39	158.13	225.73	92.27	40.37	15.98	24.77	80.52
PF3D7_0113400	PF3D7_0113400.1	4.45	9.78	6.08	11.34	56.42	68.14	114.11	71.67	N/A	9.56	34.69	28.34	31.57	32.45	23.72	20.59	20.19	35.27	37.65	52.75	45.46	33.6	26.82	32.91
PF3D7_0113600	PF3D7_0113600.1	170.35	392.28	216.67	49.61	31	29.43	33.52	20.82	SURF1.2	233.04	845.42	333.94	55.08	10.37	6.34	4.72	6.4	313.03	157.14	42.79	16.18	12.89	30.73	112.52
PF3D7_0113700	PF3D7_0113700.1	215.03	457.27	597.59	305.89	470	397.26	404.76	166.69	HSP40	242.79	727.7	607.63	314.21	142.35	91.46	42.44	23.07	319.68	353.47	247.87	91.84	39.06	63.04	160.92
PF3D7_0113800	PF3D7_0113800.1	7.09	10.46	25.96	33.07	56.17	49.07	39.95	84.61	N/A	18.5	17.97	57.15	37.22	20.81	12.16	7.92	33.27	50.99	97.74	83.13	32.03	27.64	10.19	20.5
PF3D7_0113900	PF3D7_0113900.1	192.56	531.03	535.22	190.04	197.1	78.21	168.41	266.19	CBP1	437.95	1491.41	840.56	322.3	67.01	35.18	42.25	62.6	190.57	283.32	117.29	32.74	12.51	42.69	128.37
PF3D7_0114000	PF3D7_0114000.1	32.06	42.27	36.79	42.54	65.62	43.71	52.82	75.68	EPF1	34.76	47.89	51.02	24.31	11.93	6.9	9.46	14.21	123.31	141.2	188.83	123.75	134.28	155.9	259.39
PF3D7_0114100	PF3D7_0114100.1	0.12	0	0.12	0.09	0.77	3.94	1.34	5	MC-2TM	0.85	0.21	0.42	1.41	1.08	0.81	0.16	0.18	4.22	9.07	61.1	70.63	15.69	7.74	4.31
PF3D7_0114200	PF3D7_0114200.1	0	0.12	0	0	0	0	0	0	EPF3	0	0	0	0	0	0.21	0	3.69	0.57	0.21	0.62	1.39	1.24	0.45	0.44
PF3D7_0114300	PF3D7_0114300.1	0	0.13	0.51	0.12	1.61	0.78	12.98	4.62	EPF4	0.59	0	0.87	0.73	0.43	3.58	0.89	4.27	1.23	1.87	2.46	7.12	4.71	1.71	3.59
PF3D7_0114400	PF3D7_0114400.1	0	0	0	0	1.12	0.54	0.64	0.54	VAR	0.41	0.21	0	0.68	2.23	0.31	0.47	2.97	0.22	0.16	0.47	0	0.16	0	0.5
PF3D7_0114500	PF3D7_0114500.1	3.81	0.36	0.15	32.83	375.73	69.96	11.62	9.66	N/A	0.79	0.8	2.87	185.51	63.21	7	2	6.07	0.83	9.6	49.44	16.03	2.42	1.53	1.07
PF3D7_0114600	PF3D7_0114600.1	0.17	0	0	0	1.65	5.59	4.74	1.58	N/A	0	0	0	0.25	0.22	0.46	0.69	4.1	0	0	0.46	0.44	0.23	0.25	0
PF3D7_0114700	PF3D7_0114700.1	0	0	0	0	0.53	0	0	0	RIF	0	0	0	0	0	0	0.44	4.96	0	0	0	0	0	0	0
PF3D7_0114750	PF3D7_0114750.1	0	0	0	0	2.91	0	0	0	N/A	0	0	0	0	0	0	0	2.72	0	0	0	0	0	0	0
PF3D7_0114800	PF3D7_0114800.1	0	0	0	0.55	0	0	0	0	N/A	0	0	0.44	0.37	0.65	0	0	0.38	0	0.36	0.34	0.65	0	0.37	0
PF3D7_0114900	PF3D7_0114900.1	0	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72
PF3D7_0115000	PF3D7_0115000.1	0.06	0.02	0.06	0.32	3.21	4.54	5.24	2.05	SURF1.3	0	0	0.1	1.62	3.09	2.86	1.45	1.75	1.13	2.13	4.86	4.48	2.68	2.23	1.59
PF3D7_0115050	PF3D7_0115050.1	0	0	0	0	0	0	18.29	0	N/A	0	0	0	0	0	0	0	0	2.02	3.05	0	0	1.47	1.61	7.87
PF3D7_0115100	PF3D7_0115100.1	0.56	0.29	0.74	0	0.58	2.55	5.05	5.87	N/A	0.64	0	1.27	1.06	0.7	0.49	0.49	2.73	10.07	6.1	4.13	6.57	3.42	6.1	4.42
PF3D7_0115150	PF3D7_0115150.1	0	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0	0.4	0	0.37	0.35	0	0	0	0.38
PF3D7_0115200	PF3D7_0115200.1	0	0	0	0	0	0	0	0	RIF	0	0.26	0	0	0	0	0	0.65	0	0.61	0	0.19	0.39	0	0.21
PF3D7_0115300	PF3D7_0115300.1	0	0.13	0	0.11	0	1.48	0	0	RIF	0	0	0	0	0	0	0	1.43	0	0	0.42	0.21	0	0.23	0.23
PF3D7_0115400	PF3D7_0115400.1	0	0	0	0	1.14	7.45	8.84	2.45	N/A	0	0	0	0.26	0.23	0.71	0.24	0.53	0.33	1.24	6.87	4.12	0.24	1.03	1.01
PF3D7_0115500	PF3D7_0115500.1	0	0	0	0	0	0	0	0	N/A	0	0	0.22	0.18	0	0	0	0	0.23	0.17	0	0.32	0	0.18	0.35
PF3D7_0115600	PF3D7_0115600.1	1.58	0.9	1	2.13	36.6	101.97	31.23	35.68	RIF	0.74	0.25	0.25	0.21	3.42	1.13	1.51	1.9	0.52	2.56	25.59	18.69	3.4	1.43	1.01
PF3D7_0115700	PF3D7_0115700.1	2.52	0.62	0.49	0.53	1.4	4.54	7.54	29.08	VAR	1.24	0.43	0.21	0.04	0.43	0.52	1.2	2.26	2.37	5.65	3.38	1.53	1.27	2.37	3.92
PF3D7_0200100	PF3D7_0200100.1	9.55	1.72	1.27	3.83	39.31	36.94	32.75	86.1	VAR	6.99	3.44	1.09	4.7	6.92	4.26	4.64	13.55	2.48	6.85	3.72	1.33	0.59	0.86	2.19
PF3D7_0200200	PF3D7_0200200.1	0.16	0	0	0	0	0	0	0.74	RIF	0	0	0	0.23	0	0	0	0.48	0.59	0.89	0	0.41	0	0	0.46
PF3D7_0200300	PF3D7_0200300.1	8.4	19.87	16.84	11.02	21.8	6.8	6.73	1.68	N/A	0	0.86	1.48	1.95	0	0	0	0.18	0	0.17	0.32	0	0.49	0.18	0.17
PF3D7_0200400	PF3D7_0200400.1	0.18	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0.47	3.42	0	0.24	0.7	0.45	0	0	0.25
PF3D7_0200500	PF3D7_0200500.1	0	0	0.15	0	0	0	0	0.66	RIF	0.25	0	0.5	0.21	0	0	0	0.87	0.27	0	0	0.37	0.39	0	0
PF3D7_0200600	PF3D7_0200600.1	0	0	0.14	0	0	0	0.79	0	RIF	0	0	0	0	0	0	0	1.49	0.26	0	0.38	0	0	0	0
PF3D7_0200700	PF3D7_0200700.1	0	0	0.16	0.12	0	0	0	0	RIF	0.28	0	0	0	0	0	0	0.24	0	0.45	0.65	0.62	0	0	0.23
PF3D7_0200800	PF3D7_0200800.1	0	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0	0.2	0	0.19	0	0	0	0	0.19
PF3D7_0200900	PF3D7_0200900.1	0.37	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0	0.54	0	0.5	0	0	0	0.26	0.26
PF3D7_0201000	PF3D7_0201000.1	0	0	0.17	0	0	0	0.95	0	RIF	0	0	0	0	0	0	0.23	0.26	0	0	0	0	0.23	0	0.25
PF3D7_0201100	PF3D7_0201100.1	0	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0	2.26	0	0	0	0	0	0	0
PF3D7_0201200	PF3D7_0201200.1	0.76	0	0	0.11	0	0	0	0	RIF	0	0	0	0	0	0	0	0	0	0	0.4	0	0.4	0.22	0
PF3D7_0201300	PF3D7_0201300.1	0	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0	1.31	0	0	0.47	0	0	0.25	0
PF3D7_0201400	PF3D7_0201400.1	0	0	0	0	8.75	0	0	0	N/A	0	0	0	1.99	0.44	0	0	2.05	0	0.48	2.28	0.44	0	0	0.49
PF3D7_0201500	PF3D7_0201500.1	27.9	27.56	37.86	86.75	466.85	351.04	664.87	458.68	N/A	48.79	80.29	113.03	279.6	140.58	142.89	117.43	62.03	80.19	85.17	152.06	92.66	80.65	58.82	44.22
PF3D7_0201600	PF3D7_0201600.1	20.74	111.54	248.35	345.91	712.93	670.51	597.26	111.32	RLP1	28.87	173.02	424.42	430.99	247.61	176.1	61.27	13.5	77.09	212.67	259.37	120.96	39.65	16.51	36.83
PF3D7_0201700	PF3D7_0201700.1	206.33	273.28	254.52	71.32	31.71	31.22	25.01	12.84	N/A	407.54	766.18	565.86	97.23	13.59	9.32	5.7	6.28	621.42	616.2	140.14	24.8	11.39	78.55	265.2
PF3D7_0201800	PF3D7_0201800.1	97.39	427.75	694.66	599.99	1215.39	957.27	535.25	142.52	KAHsp40	89.01	600.27	809.29	598.08	317.66	149.79	43.28	12.42	159.61	460.56	338.72	144.41	28.41	29.09	92.24
PF3D7_0201900	PF3D7_0201900.1	17.1	61.39	451.25	1407.45	2013.55	1744.65	2025.69	828.44	EMP3	37.29	141.77	1549.45	2116	750.58	429.82	325.76	118.4	125.76	629.34	1419.71	522.82	284.67	148.05	107.72
PF3D7_0202000	PF3D7_0202000.1	807.98	16352.07	28201.03	43166.55	51155.3	37402.81	33071.78	12289.32	KAHRP	607.73	9048.77	21002.44	12563.21	5506.12	2287.14	1352.62	548.82	1803.85	7446	8337.38	2596.52	1654.37	713.51	2146.82
PF3D7_0202100	PF3D7_0202100.1	1007.69	382.11	209.51	44.27	109.07	133.62	194.06	102.47	LSAP2	1144.43	1013.98	258.88	69.56	44.1	43.05	20.73	26.81	842.82	348.33	116.74	41.55	28.55	220.34	437.58
PF3D7_0202200	PF3D7_0202200.1	523.07	507.09	554.94	83.1	52.82	31.92	27.74	21.06	PTP1	1250.52	1946.99	924.75	144.36	25.26	13.66	4.96	10.25	602.47	406.08	112.6	22.2	10.1	96.33	262.79
PF3D7_0202300	PF3D7_0202300.1	3.49	7.59	2.01	7.14	186.8	312.08	141.25	20.68	N/A	13.02	17.12	4.36	23.89	115	79.39	15.71	5.74	13.4	12.34	21.52	52.28	9.9	3.65	6.42
PF3D7_0202400	PF3D7_0202400.1	45.61	17.73	40.87	5227.31	21414.43	7001.82	3272.02	1642.18	PTEF	93.54	33.23	956.7	13428.77	5974.76	1001.23	688.54	372.2	86.55	112.74	508.67	304.42	259.4	159.17	99.1
PF3D7_0202500	PF3D7_0202500.1	24037.02	15381.41	8354.86	9706.78	10068.76	2964.1	1124.35	447.13	ETRAMP2	6464.81	5406.3	3881.98	2560.52	446.39	91.4	29.35	121.4	2493	1790.63	1178.34	222.31	163.45	933.73	2562.68
PF3D7_0202600	PF3D7_0202600.1	11.65	5.75	11.63	31.36	151.47	255.25	505.44	566.09	N/A	33.23	16.46	44.07	85.92	119.67	137.04	155.43	126.72	59.14	61.02	77.77	122.04	118.58	87.37	69.59
PF3D7_0202600	PF3D7_0202600.2	11.65	5.75	11.63	31.36	151.47	255.25	505.44	566.09	N/A	33.23	16.46	44.07	85.92	119.67	137.04	155.43	126.72	59.14	61.02	77.77	122.04	118.58	87.37	69.59
PF3D7_0202700	PF3D7_0202700.1	4.21	0.9	1.09	4.28	69.17	170.51	429.13	401.15	OPP	11.26	3.62	2.07	15.52	43.21	72.59	72.94	45.85	39.03	35.52	39.02	80.64	65.5	49	39.47
PF3D7_0202800	PF3D7_0202800.1	10.77	1.27	0.85	0.26	4.12	21.09	143.26	196.28	N/A	21.9	6.68	3.23	1.55	5.32	21.17	41.12	48.21	15.27	11.66	4.79	14.44	11.16	16.45	13.1
PF3D7_0202900	PF3D7_0202900.1	18.52	2.06	0.26	0.19	3.31	80.18	344.11	551.63	DHHC12	13.86	3.9	1.57	0	3.14	36.21	43.49	52.28	19.28	9.71	2.42	26.64	24.6	24.46	12.92
PF3D7_0203000	PF3D7_0203000.1	268.46	33.86	9.78	4.39	18.05	105.76	399.35	706.21	ROPE	479.41	169.14	25.44	6.59	25.33	79.57	162.12	258.78	460.51	113.1	81.77	113.46	266.47	364.49	387.52
PF3D7_0203100	PF3D7_0203100.1	148.51	20.93	7.53	7.44	36.56	78.1	127.39	85.74	N/A	222.84	88.25	19.69	16.71	25.28	30.73	25.02	53.76	148.19	51.3	33.66	29.88	51.37	116.79	145.76
PF3D7_0203200	PF3D7_0203200.1	11.54	23.88	47.75	35.53	104.07	103.19	184.82	266.66	N/A	30.37	58.35	85.58	74.29	55.25	50.59	46.12	56.06	80.31	134.84	88.13	90.65	64.58	57.58	61.64
PF3D7_0203300	PF3D7_0203300.1	12.97	5.46	9.68	13.79	99.31	206.99	478.62	571.73	ERCC1	23.78	13.75	17.95	50.48	69.87	81.51	108.35	103.37	53.75	82.52	58	84.17	55.74	60.39	47.91
PF3D7_0203400	PF3D7_0203400.1	17.93	4.6	4.39	3.45	42.02	259.22	1310.4	1826.26	N/A	21.35	7.86	0.92	2.45	28.98	123.23	195.85	145.81	61.86	48.37	48.14	79.09	121.95	121.25	87.58
PF3D7_0203500	PF3D7_0203500.1	0	0	0	0	0	0	0	0	N/A	0	0	0	0	0	0	0	6.69	16.49	18.65	20.86	11.54	32.96	16.32	12.75
PF3D7_0203600	PF3D7_0203600.1	2.96	0.44	0	0.22	0.97	18.41	161.66	324.22	N/A	8.33	1.51	0.42	0.35	2.17	18.15	42.24	46.12	32.55	25.62	14.74	31.27	47.25	41.98	27.56
PF3D7_0203700	PF3D7_0203700.1	275.5	475.47	653.54	522.3	1526.13	1798.76	1426.61	464.65	MAK16	524.91	1080.32	1058.39	867.03	768.79	466.14	287.96	91.52	217.84	306.45	298.7	179.93	111.82	88.69	184.02
PF3D7_0203800	PF3D7_0203800.1	6.39	4.72	9.1	5	36.77	122.1	422.51	311.73	N/A	12.47	10.38	7.11	10.97	19.98	67.51	76.92	42.29	25.59	43.96	30.05	52.92	42.23	35.33	39.88
PF3D7_0203900	PF3D7_0203900.1	4.69	1.19	0.69	2.05	88.96	331.91	811.4	431.57	N/A	4.54	2.05	0.83	5.44	42.15	77.46	65.81	27.16	40.65	39.98	47.66	123.57	103.41	53.48	46.61
PF3D7_0204000	PF3D7_0204000.1	1.69	1.05	1.27	1.2	53.73	156.72	258.53	163.22	CAPH2	3.62	1.83	1.49	5.25	33.26	44.75	41.11	22.13	21.29	15.86	23.37	43.27	47.76	27.82	21
PF3D7_0204100	PF3D7_0204100.1	116.6	15	6.54	3.69	20.09	91.15	384.6	2429.1	N/A	116.78	24.1	5.15	2.8	9.8	21.38	59.68	270.29	203.6	105.41	68.97	104.12	389.48	492.39	322.16
PF3D7_0204200	PF3D7_0204200.1	776.22	305.34	273.87	373.55	899.04	1207.27	1602.48	1521.29	SEC66	612.45	401.01	283.18	355.96	304	240.69	228.1	196.7	537.13	437.43	415.91	344.27	248.31	482.96	635.76
PF3D7_0204300	PF3D7_0204300.1	18.16	59.63	106.84	134.01	479.83	565.6	932.29	632.15	N/A	45.64	149.92	277.87	305.65	275.15	235.68	191.41	103.72	158.8	186.81	204.13	227.47	177.63	99.64	98.64
PF3D7_0204400	PF3D7_0204400.1	8.38	24.34	49.21	46.01	187.54	251.91	442.69	292	N/A	15.22	55.57	88.09	84.69	63.71	77.56	65.5	27.8	115.46	232.42	132.02	244.16	91.6	48.01	40.61
PF3D7_0204500	PF3D7_0204500.1	19.05	59.6	111.82	118.97	464.42	610.8	1035.34	638.61	AspAT	25.33	104.71	161.92	186.87	158.61	191.56	151.68	84.63	80.1	200.76	192.11	224.44	77.56	73.09	52.95
PF3D7_0204600	PF3D7_0204600.1	4.87	1.85	4.1	12.8	120.81	200.55	308.35	170.37	N/A	9.23	5.5	11.07	36.73	62.51	69.72	41.23	23.74	33.6	38.44	63.34	90.5	55.6	34.08	30.02
PF3D7_0204700	PF3D7_0204700.1	267.09	434.13	648.13	721.02	2550.57	3298.78	5411.46	4237	HT1	317.26	605.56	780.67	1014.9	885.29	882.21	686.65	504.22	252.62	452.12	450.58	499.65	321.12	359.56	376.85
PF3D7_0204800	PF3D7_0204800.1	6.26	1.77	1.38	1.35	72.02	275.91	628.79	437.16	N/A	16.08	6.82	4.01	4.86	77.84	141.19	133.18	71.97	28.51	21.89	26.01	58.89	58.41	39.19	34.04
PF3D7_0204900	PF3D7_0204900.1	7.24	0.85	1.2	1.2	62.77	214.91	583	693.05	COQ5	13.78	3.16	1.03	5.36	36.85	66.86	105.59	64.05	33.92	47.78	44.54	98.94	57.23	53.93	40.17
PF3D7_0205000	PF3D7_0205000.1	6.96	3.58	5.65	4.53	12.61	63.87	257.45	118.36	N/A	9.96	9.77	13.26	7.22	8.95	72.77	42.66	40.44	211.54	94.35	99.03	87.76	97.39	112.05	154.92
PF3D7_0205100	PF3D7_0205100.1	7.69	3.98	3.73	4.3	7.1	48.22	207.76	131.59	N/A	10.06	11.68	7.59	4.93	6.44	63.05	55.37	34.2	90.93	66.06	55.43	49.29	47.9	58.94	78.17
PF3D7_0205200	PF3D7_0205200.1	4.15	0.22	0.55	0.98	3.49	2.54	57.22	67.57	N/A	3.35	1.45	0	0.4	0.69	8.35	13.08	14.27	9.51	4.18	3.27	4.2	4	3.57	5.82
PF3D7_0205300	PF3D7_0205300.1	0.35	0.55	0.18	0.31	0.28	6.48	25	6.79	N/A	1.37	1.08	0.75	0.38	0.78	4.4	2.78	6.9	18.57	16.46	16.58	13.54	15.59	18.2	18.99
PF3D7_0205400	PF3D7_0205400.1	35.55	97.19	138.87	108.46	407.75	573.04	1131.11	640.67	N/A	40.6	117.29	141.82	125.48	116.95	136.51	115.27	44.86	87.42	99.08	90.39	97.25	81.91	47.01	63.16
PF3D7_0205500	PF3D7_0205500.1	27.06	58.14	99.62	76.19	310.02	346.32	720.84	583.26	N/A	40.81	131.39	150.04	171.83	131.23	128.21	119.64	62.65	60.98	126.64	139.39	118.91	39.07	51.65	51.87
PF3D7_0205600	PF3D7_0205600.1	13.52	5.76	3.68	6.06	73.95	186.7	431.13	605.86	N/A	17.79	10.29	4.84	8.95	32.09	52.49	56.78	61.16	33.63	26.42	28.75	59.51	59.62	47.5	37.81
PF3D7_0205700	PF3D7_0205700.1	103.6	166.31	242.23	181.78	426.24	252.16	338.66	463.06	N/A	179.48	383.27	318.88	280.5	108.81	54.97	53.56	73.57	134.09	168.84	100.26	65.03	45.65	48.25	84.46
PF3D7_0205700	PF3D7_0205700.2	103.6	166.31	242.23	181.78	426.24	252.16	338.66	463.06	N/A	179.48	383.27	318.88	280.5	108.81	54.97	53.56	73.57	134.09	168.84	100.26	65.03	45.65	48.25	84.46
PF3D7_0205800	PF3D7_0205800.1	28.76	5.03	4.92	7.79	75.64	108.46	704.38	2404.12	PH1	59.26	24.3	5.95	26.79	57.32	86.58	276.51	352.7	29.23	17.8	18.52	39.92	51.2	64.01	41.68
PF3D7_0205900	PF3D7_0205900.1	108.1	54.78	88.72	146.73	893.77	1477.73	3475.84	4911.33	RPN1	129.96	68.13	101.01	185.22	288.98	349.38	446.95	480.27	188.27	229.18	289.62	405.78	399.29	379.6	238.23
PF3D7_0206000	PF3D7_0206000.1	61.25	55.05	79.93	69.72	185.97	249.35	449.79	311.15	RAD2	103.83	115.82	141.63	126.41	96.11	91.64	80.85	52.29	218.88	173.9	139.54	126.87	118.49	117.86	199.08
PF3D7_0206100	PF3D7_0206100.1	55.41	34.21	45.96	38.4	144.29	218.1	438.05	244.16	SufE	72.03	61.09	70.15	69.84	63.29	71.29	48.54	29.18	121.78	75.95	76.01	66.65	52.56	60.07	82.63
PF3D7_0206200	PF3D7_0206200.1	537.46	111.07	26.28	10.3	38.99	70.68	142.82	255.26	PAT	432.71	229.92	28.76	9.75	15.39	23.87	22.75	67.75	277.55	111.58	44.67	31.42	59.66	230.07	331.02
PF3D7_0206300	PF3D7_0206300.1	207.52	628.81	957.17	815.21	1660.35	1507.19	2146.68	795.25	AROM	304.66	1644.32	2007.19	1398.99	679.1	458.22	274.32	87.31	1133.03	1211.55	833.57	426.64	250.43	193.79	415.09
PF3D7_0206500	PF3D7_0206500.1	129.76	119.8	114.31	95.86	312.34	286.66	493.46	549.17	N/A	196.66	231.95	162.4	155.85	109.27	74.64	92.59	75	238.56	264.63	173.63	169.78	121.9	129.86	173.65
PF3D7_0206600	PF3D7_0206600.1	26.93	23.49	29.56	20.32	95.24	81.06	129.18	127.15	N/A	25	32.1	35.43	46.24	28.89	24.53	14.48	12.59	64.15	39.09	35.84	32.45	23.27	19.03	27.46
PF3D7_0206700	PF3D7_0206700.1	17.72	67.05	79.51	103.76	501.8	717.17	1029.66	287.11	ADSL	26	96.63	117.74	164.14	161.67	167.35	109.65	25.84	58.04	91.93	89.54	94.21	73.15	61.21	70.82
PF3D7_0206800	PF3D7_0206800.1	6805.67	846.13	141.37	42.26	41.61	103.9	336.33	18418.46	MSP2	2034.69	646.32	61.68	7.08	1.54	1.09	114.01	1542.96	834.39	245.35	85.77	76.75	759.59	1650.49	1361.29
PF3D7_0206900	PF3D7_0206900.1	1066.01	156.25	31.71	9.08	106.11	393.15	790.64	399.89	MSP5	1026.61	394.64	50.52	21.26	82.47	123.51	110.03	99.25	324.34	86.16	33.29	45.44	64.16	239.77	336.53
PF3D7_0206900	PF3D7_0206900.2	1066.01	156.25	31.71	9.08	106.11	393.15	790.64	399.89	MSP5	1026.61	394.64	50.52	21.26	82.47	123.51	110.03	99.25	324.34	86.16	33.29	45.44	64.16	239.77	336.53
PF3D7_0207000	PF3D7_0207000.1	2013.25	253.99	58.86	19.04	121.33	707.92	3699.82	11436.15	MSP4	801.36	207.63	25.95	5.98	31.53	95.95	316.16	986.15	371.87	139.93	65.09	116.7	504.51	674.29	583.22
PF3D7_0207100	PF3D7_0207100.1	432.87	57.52	15.61	4.19	29.64	163.71	554.91	715.7	N/A	472.01	180.16	22.32	3.8	28.02	73.21	103.62	148.42	510.5	152.29	75.02	103.73	178.2	359.78	467.48
PF3D7_0207200	PF3D7_0207200.1	33.14	4.14	1.28	0.61	22.38	49.87	132.99	88.6	ISCA1	47.08	22.15	2.94	2.93	17.44	21.04	18.65	24.42	38.81	21.68	14.55	24.26	21.12	38.82	39.88
PF3D7_0207300	PF3D7_0207300.1	0.96	0.63	0.56	0.06	0.76	0	0.44	10.51	SERA8	1.25	0.56	0	0	0.1	0	0.53	6.73	1.02	2.86	1.79	0.91	1.16	3.33	2.47
PF3D7_0207400	PF3D7_0207400.1	83.95	15.5	4.13	1.49	2.3	27.64	1260.64	6140.19	SERA7	124.14	41	4.6	0.59	1.61	35.93	403.62	716.22	98.32	51.07	24.38	119.49	387.32	332.48	175.18
PF3D7_0207500	PF3D7_0207500.1	100.74	12.56	3.11	1.68	2	8.72	1451.89	10087.34	SERA6	149.35	36.34	3.61	0.42	0.42	25.12	509.45	1024.03	125.93	67.86	25.51	169.96	525.46	497.24	230.96
PF3D7_0207600	PF3D7_0207600.1	1510.42	115.45	29.37	8.53	13.29	42.74	6461.55	93835.93	SERA5	2062.22	353.75	29.78	5.25	3.78	55.9	2683.78	9708.87	1193.83	476.23	164.56	878.32	3731.89	4704.72	2238.11
PF3D7_0207700	PF3D7_0207700.1	138.03	13.48	2.51	1.02	0.62	10.68	776.45	7435.28	SERA4	171.11	28.68	1.61	0.14	0.5	9.55	225.4	623.94	96.44	47.52	16.7	101.8	406.86	403.69	190.38
