Gene ID	source_id	scaled sense - 40-5 hours post-invasion - unique only	scaled sense - 2-10 hours post-invasion - unique only	scaled sense - 7-15 hours post-invasion - unique only	scaled sense - 12-20 hours post-invasion - unique only	scaled sense - 17-25 hours post-invasion - unique only	scaled sense - 22-30 hours post-invasion - unique only	scaled sense - 27-35 hours post-invasion - unique only	scaled sense - 32-40 hours post-invasion - unique only	Gene Name or Symbol	sense - T05 - unique only	sense - T10 - unique only	sense - T15 - unique only	sense - T20 - unique only	sense - T25 - unique only	sense - T30 - unique only	sense - T35 - unique only	sense - T40 - unique only	3D7 2020 sense - 0hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 8hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 16hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 24hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 32hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 40hr 3D7 DAFT-seq - unique only	3D7 2020 sense - 48hr 3D7 DAFT-seq - unique only
PF3D7_1312900	PF3D7_1312900.1	279.61	140.69	237.48	256.25	866.42	1065.4	1953.3	2323.88	EIF4G	440.52	441.97	545.61	554.92	506.79	455.44	502.87	485.69	607.51	515.61	483.46	490.74	509.69	530.41	535.43
PF3D7_1313000	PF3D7_1313000.1	15.28	5.06	8.67	23.49	135.9	283.06	804.28	1462.56	NEDD8	23.3	9.08	28.24	54.83	70.96	107.11	133.5	146.14	72.01	62.49	79.35	95.78	138.26	124.94	90.73
PF3D7_1313100	PF3D7_1313100.1	0.5	0.12	0.06	0.32	1.71	3.25	7.52	7.85	N/A	0.94	0.52	0.35	0.35	0.66	1.98	1.84	5.64	8.66	8.16	6.35	6.31	6.81	5.72	7.29
PF3D7_1313200	PF3D7_1313200.1	1.51	1.13	4.93	7.55	67.03	130.42	336.51	403.94	MTFMT	5.1	1.86	7.51	19.69	28.85	37.55	50.68	32.83	34.22	32.49	26.69	55.07	43.08	23.37	21.23
PF3D7_1313300	PF3D7_1313300.1	9.06	3.68	3.22	2.41	39.78	93.56	222.93	156.68	N/A	13.99	8.75	6.08	7.89	24.8	42.69	42.08	20.27	50.73	44.1	39.09	52.06	35.62	44.27	50.68
PF3D7_1313400	PF3D7_1313400.1	31.72	3.31	3.95	9.76	110.7	239.57	449.54	426.43	N/A	43.79	15.52	7.73	30.09	78.69	111.23	90.47	86.09	100.42	74.44	76.68	145.1	126.58	115.38	95.07
PF3D7_1313500	PF3D7_1313500.1	54.16	4.27	1.3	0.65	1.53	3.49	19.04	264.06	N/A	91.32	25.42	3.43	0.61	1.03	1.88	6.83	105.88	65.53	26.16	12.38	11.56	38.42	96.62	65.37
PF3D7_1313600	PF3D7_1313600.1	31.51	2.38	1.3	0.97	0.67	2.29	6.2	330.55	N/A	66.53	16.27	2.92	1.39	0.72	1.68	4.89	115.24	68.47	27.84	10.47	14.07	53.77	118.28	68.7
PF3D7_1313700	PF3D7_1313700.1	6.92	3.83	7.36	12.37	65.44	167.46	328.06	298.21	N/A	16.6	9.33	12.64	18.04	35.97	65.04	69.42	45.91	13.96	16.36	17.14	42.04	22.6	21.4	19.66
PF3D7_1313800	PF3D7_1313800.1	219.2	155.69	196.97	153	344.23	375.18	586.89	404.88	N/A	252.32	320.82	278.07	193.38	123.95	111.51	88.54	76.76	332.17	267.83	159.91	146.88	110.98	144.03	200.38
PF3D7_1313900	PF3D7_1313900.1	2.03	8.64	29.68	31.5	126.66	169.22	308.49	251.97	N/A	6.47	22.2	53.16	66.34	60.97	62.58	53.63	39.07	38.56	57.82	47.01	64.98	37.88	34.74	27.75
PF3D7_1314000	PF3D7_1314000.1	2.78	0.83	1.01	0.72	30.04	107.81	330.82	286.24	N/A	5.16	1.78	1.41	2.36	20.5	47	45.85	28.79	20.61	17.13	13.03	37.62	30.03	21.51	15.91
PF3D7_1314100	PF3D7_1314100.1	2.36	7.27	21.82	21.38	154.66	236.87	352.03	206.64	N/A	4.08	15.29	27.23	49.65	71.7	69.9	51.52	25.16	26.08	48.99	47.27	75.05	33.26	19.04	16.69
PF3D7_1314200	PF3D7_1314200.1	3.56	0.9	1	0.42	13.6	130.22	484.66	401.2	TERT	6.67	4.02	3.15	1.29	19.68	71.61	79.47	42.01	36.77	22.57	24	86.07	94.4	51.87	36.04
PF3D7_1314300	PF3D7_1314300.1	5.74	1.41	2.3	2.49	54.77	164.61	442.88	306.4	N/A	10.37	4.03	3.07	9.45	39.05	78.21	75	50.22	28.39	33.65	22.71	65.4	48.96	30.78	28.27
PF3D7_1314400	PF3D7_1314400.1	7.09	5.21	13.22	9.1	142.38	117.88	205	168.34	N/A	8.43	8.5	11.35	35.55	45.63	31.39	41.89	28.72	26.5	20.62	11.63	29.74	12.85	12.06	14.31
PF3D7_1314500	PF3D7_1314500.1	13.67	21.02	48.97	50.34	226.45	263.36	809.38	1304.48	N/A	24.82	45.97	84.87	120.17	95.21	116.53	193.17	171.5	57.49	76.16	80.2	112.18	74.48	55.38	32.89
PF3D7_1314600	PF3D7_1314600.1	1.56	7.34	14.69	17.14	121.91	175.82	232.1	140.6	LipL1	3.81	11.84	26.32	45.46	60.93	73.51	39.97	24.05	18.94	40.41	43.33	55.51	29.7	17.72	19.82
PF3D7_1314700	PF3D7_1314700.1	11.63	5.96	3.95	8.19	231	573.15	1036.41	848.78	N/A	17.88	8.84	7.25	24.33	128.9	168.44	179.79	93.61	90.93	90.57	122.65	166.66	179.92	125.45	118.12
PF3D7_1314800	PF3D7_1314800.1	0	3.36	3.96	2.6	0	8.43	1.67	1.38	N/A	2.12	5.87	3.14	2.63	0	0.8	0.4	8.12	7.78	5.87	5.23	4.26	0.81	3.06	3
PF3D7_1314900	PF3D7_1314900.1	24.26	111.01	147.11	189.01	462.69	808.88	1398.62	737.69	P44	27.11	107.34	198.69	178.14	162	181.54	150.52	58.51	90.5	197.73	160.9	176.91	73.36	68.22	74.64
PF3D7_1315000	PF3D7_1315000.1	131.93	72.21	115.95	76.2	276.49	256.66	535.44	506.47	N/A	140.57	149.94	149.68	152.35	97.57	85.95	85.41	53.41	205.04	117.42	81.32	80.11	62.21	64.16	98.47
PF3D7_1315100	PF3D7_1315100.1	24.87	17.08	9.87	8.91	63.92	55.7	47.56	44.88	PK9	32.26	40.3	22.77	23.76	35.53	25.65	11.28	10.47	22.54	14.6	8.74	16.5	8.39	6.37	12.47
PF3D7_1315200	PF3D7_1315200.1	5.09	0.64	0.27	1.61	47.08	100.86	157.27	89.79	N/A	7.54	2.14	0.39	4.62	25.22	33.44	19.8	16.73	24.44	25.37	20.75	46.02	20.7	19.12	19.77
PF3D7_1315300	PF3D7_1315300.1	37.58	3.38	1.6	0.42	1.33	10.08	141.2	778.45	N/A	85.47	17.24	3.03	0.61	0.74	7.65	63.9	271.39	42.09	19.79	4.32	19.37	37.29	58.65	31.9
PF3D7_1315400	PF3D7_1315400.1	344.4	217.03	349.67	316.18	1502.3	1644.06	2904	2790.32	N/A	382.86	457.41	495.68	543.14	522.38	460.05	387.07	320.36	462.22	636.26	546.57	522.45	282.41	334.79	349.6
PF3D7_1315500	PF3D7_1315500.1	105.24	33.99	74.24	92.19	515.76	552.24	780.13	794.82	N/A	141.44	86.73	131.66	201.55	200.78	174.6	118.84	124.1	101.67	114.98	135.44	140.59	85.38	135.7	111.74
PF3D7_1315600	PF3D7_1315600.1	43.79	8.46	17.7	30.73	153.71	358.6	1335.29	2027	PIS	104.87	27.04	30.4	59.48	114.44	210.46	402.79	499.66	47.86	53.69	58.9	112.99	145.65	157.79	93.47
PF3D7_1315700	PF3D7_1315700.1	12.32	24.58	76.19	92.34	289.12	316.85	422.99	446.58	GCD14	32.03	64.25	144.18	184.26	150.69	121.97	82.1	74.59	55.88	119.8	121.82	107.59	39.53	40.18	42.14
PF3D7_1315800	PF3D7_1315800.1	9.31	9.52	15.86	23.84	116.62	162.29	312.6	427.18	MYB1	22.15	25.99	32.58	53.78	65.58	77.8	66.5	54.54	127.91	148.67	123.37	145.45	116.14	84.65	87.51
PF3D7_1315900	PF3D7_1315900.1	77.22	92.07	143.45	112.88	504.53	653.81	1135.25	1362.52	N/A	107.2	177.94	169.26	182.93	182.49	178.87	175.4	141.4	156.73	216.61	156.1	227.22	141.5	108.01	102.94
PF3D7_1316000	PF3D7_1316000.1	5.12	4.82	5.09	3.06	8.96	8.35	24.15	16.98	GSK3alpha	16.72	22.62	24.1	14.51	10.86	10.75	9.11	10.73	24.93	48.77	44.05	37.16	17.83	24.61	35.61
PF3D7_1316100	PF3D7_1316100.1	44.9	66.54	126.37	92.97	259.07	350.95	1038.83	1677.45	IPK2	143.93	215.75	270.84	219.23	161.82	204.53	346.43	414.52	250.61	231.15	215.24	238.48	322.43	246.81	198.81
PF3D7_1316200	PF3D7_1316200.1	431.01	38.15	18.27	8.42	80.05	122.67	175.09	173.03	N/A	385.7	161.85	30.4	27	40.28	50.2	28.99	70.67	165.35	39.85	15.98	25.91	27.44	83.07	104.46
PF3D7_1316300	PF3D7_1316300.1	3.11	1.22	6.71	3.31	0	7.14	8.48	0	N/A	8.08	8.15	11.53	6.69	1.3	1.36	4.09	9.94	7.52	7.85	6.81	3.94	0.68	8.16	8
PF3D7_1316400	PF3D7_1316400.1	1.19	0.56	0.24	0	5.25	9.82	40.16	15.07	SAS6L	2.06	0.83	0	0	1.2	11.24	8.75	6.31	9.05	14.67	9.06	9.34	5.34	4.09	6.35
PF3D7_1316500	PF3D7_1316500.1	16.65	50.51	74.6	69.55	253.23	365.02	645.01	355.21	PRP40	24.14	74.47	96.33	101	95.31	96.94	80.64	39.55	73.02	105.55	110.69	107.7	79.47	54.44	66.19
PF3D7_1316600	PF3D7_1316600.1	212.38	20.01	8.73	55.29	258.09	413.53	899.12	1424.19	CCT	175.05	51.32	12.72	57.09	80.56	105.59	114.51	196.33	186.3	99.95	109.21	147.8	208.94	283.65	211.91
PF3D7_1316700	PF3D7_1316700.1	4.8	1.51	0.61	0.56	1.65	0.8	2.38	8.69	N/A	6.49	5.64	4.03	2.88	2.41	2.29	2.06	9.52	8.87	7.05	7	6.09	7.02	7.63	9.44
PF3D7_1316800	PF3D7_1316800.1	19.37	41.21	84.67	74.06	259.36	384.71	1016.41	1292.33	SEC20	37.17	100.89	144.6	148.33	129.92	174.81	207.2	156.38	62.7	151.89	123.34	145.53	104.64	84.73	75.64
PF3D7_1316900	PF3D7_1316900.1	34.3	32.36	49.52	57.1	250.85	352.06	628.41	635.35	N/A	77.83	94.2	112.88	145.17	135.72	162.23	132.11	115.1	229.69	200.64	197.73	248.42	228.59	162.39	150.69
PF3D7_1317000	PF3D7_1317000.1	48.06	57.43	110.21	120.84	411.6	517.2	1163.91	1325.58	USP39	110.19	128.01	194.86	267.54	198.13	218.18	257.63	246.05	97.75	130.33	144.23	150.29	111.82	106.14	83.88
PF3D7_1317100	PF3D7_1317100.1	82.77	10.85	4.85	3.35	114.27	886.21	3667.73	5020.42	MCM4	107.3	25.94	6.11	3.19	86.05	267.82	485.13	485.98	126.6	104.03	91.07	295.77	396.77	371.2	207.6
PF3D7_1317200	PF3D7_1317200.1	2.31	1.28	3.94	65.83	358.53	282.72	254.95	117.69	ApiAP2	5.64	5.27	28.41	214.98	133.94	64.01	41.29	19.97	58.32	111.44	209.38	249.08	111.71	62.64	53.63
PF3D7_1317300	PF3D7_1317300.1	23.09	28.02	109.98	182.57	753.53	1133.95	2736.21	2419.67	N/A	38.47	52.04	182.48	271.49	312.73	383.97	389.71	240.77	107.65	169.94	233.8	253.8	244.3	142.28	115.95
PF3D7_1317400	PF3D7_1317400.1	6.64	6.91	42.04	99.86	643.26	959.34	1752.96	1186.76	N/A	26.52	32.86	175.56	390.63	503.21	455.03	422.67	205.49	64.53	112.57	203.31	180.57	132.98	99.06	86.94
PF3D7_1317500	PF3D7_1317500.1	12.79	4.21	4.52	6.14	171.69	573.84	1681.02	1624.6	N/A	41.4	18	14.81	52.05	209.5	374.33	469.99	253.06	29.2	18.69	20.04	54.38	19.58	27.19	15.03
PF3D7_1317600	PF3D7_1317600.1	5.04	1.47	3.1	6.04	72.72	201.26	500.01	566.42	N/A	14.29	3.81	8.08	19.36	60.14	93.24	112.9	80.04	33.43	34.15	41.69	85.32	71.56	47.27	32.46
PF3D7_1317700	PF3D7_1317700.1	19.88	30.42	59.97	43.26	251.72	268.7	398.69	333.31	N/A	28.94	79.89	107.92	138.46	111.66	97.88	73.72	43.75	67.82	87.56	86.21	74.74	35.8	32.45	40.41
PF3D7_1317800	PF3D7_1317800.1	481.43	1526.75	2285.07	3106.82	8291.19	9802.04	13061.82	9832.81	RPS19	394.39	1142.8	1625	1824.45	1710.6	1158.62	1068.07	532.15	653.66	1551.3	1994.34	1429.52	841.5	557.95	703.88
PF3D7_1317900	PF3D7_1317900.1	46.37	95.06	159.8	107.79	393.74	336.97	358.26	131.23	NOC4	76.03	208.24	220.51	192.67	156.44	102.81	44.95	18.75	149.07	199.31	178.97	129.23	62.43	47.24	90.05
PF3D7_1318000	PF3D7_1318000.1	85.48	7.92	2.01	0.19	1.27	0.62	3.67	328.32	N/A	148.33	31.24	2.07	0.39	0.17	0.18	3.71	105.17	33.45	15.31	3.54	4.95	23.41	91.58	50.83
PF3D7_1318100	PF3D7_1318100.1	21.56	5.79	4.15	10.44	205.59	515.72	1551.92	2202.06	FD	23.58	9.47	2.38	15.95	63.09	104.25	175.57	139.21	39.56	39.63	51.68	67.5	115.42	75.89	67.59
PF3D7_1318200	PF3D7_1318200.1	2.31	0.64	0.27	0.29	2.57	19.33	96.17	52.25	G3PAT	0	0.47	0	0	0.85	3.57	6.07	8.41	3.94	5.96	3.92	7.92	6.43	4.28	5.72
PF3D7_1318300	PF3D7_1318300.1	4.12	1.81	4.19	10.88	82.4	108.67	155.3	158.72	N/A	12.68	6.51	13.8	39.09	55.56	50.41	39.48	37.54	44.18	60.6	79.97	97.54	64.21	53.09	45.26
PF3D7_1318400	PF3D7_1318400.1	64.27	10.89	8.55	14.06	128.41	479.58	1858.81	2830.54	SMC2	141.9	36.98	22.96	34.87	112.3	301.34	537	565.38	198.81	105.25	103.96	200.23	346.29	287.21	190.91
PF3D7_1318500	PF3D7_1318500.1	4	1.57	1.07	1.09	2.42	19.07	49.44	71.72	N/A	9.58	5.91	3.68	3.75	2.71	6.46	12.94	21.78	52.72	35.41	30.5	26.71	40.57	35.7	43.65
PF3D7_1318600	PF3D7_1318600.1	7.82	2.5	1.99	1.8	8.02	48.8	198.48	328.2	N/A	11.79	5.87	4.19	2.48	6.17	17.18	20.65	31.35	33.93	30.98	16.47	27.65	25.27	25.26	24.37
PF3D7_1318700	PF3D7_1318700.1	140.39	15.39	5.4	2.28	12.87	17.51	6.2	44.83	AAP4	228.84	82.83	14.88	7.87	11.86	10.99	4.22	67.01	227.2	59.87	22.59	18.23	58.85	185.05	187.68
PF3D7_1318800	PF3D7_1318800.1	199.37	98.91	112.81	95.95	461.71	587.73	1044.85	1186.35	SEC63	274.16	238.06	185.52	226.18	235.34	221.24	233.56	188.34	248.51	216.89	180.2	213.76	143.93	186.7	219.46
PF3D7_1318900	PF3D7_1318900.1	5.06	1.9	1.45	1.52	6.61	4.19	9.44	13.83	N/A	11.12	6.13	3.12	3.07	3.09	3.77	2.46	5.78	12.48	8.74	4.79	4.91	6.68	6.33	8.64
PF3D7_1319000	PF3D7_1319000.1	3.42	2.16	1.94	2.76	10.54	53.81	139.72	126.57	N/A	8.84	6.22	6.09	4	7.76	17.08	20.18	16.42	47.77	48.23	40.3	50.61	46.7	44.06	53.28
PF3D7_1319100	PF3D7_1319100.1	97.97	122.35	179.6	79.34	121.34	155.53	351.54	485.71	N/A	202.45	273.91	250.81	116.74	53.23	65.69	79.51	96.25	253.02	260.77	125.98	114.71	107.59	124.88	154.68
PF3D7_1319200	PF3D7_1319200.1	2.61	2.6	3.4	2.14	18.53	17.06	28.73	20.91	N/A	6.34	6.4	7.81	5.69	12.12	8.44	3.7	7.78	23.04	24	21.96	16.55	10.53	14.38	19.69
PF3D7_1319300	PF3D7_1319300.1	85.24	139.73	193.5	162.91	550.05	674.97	640.61	291.26	TRM1	124.45	236.88	243.25	245.37	212.23	156.3	79.92	34.13	166.14	273.2	198.11	191.18	80.92	63.12	104.7
PF3D7_1319400	PF3D7_1319400.1	73.72	22.32	16.63	21.61	79.26	474.41	2117.48	3535.2	N/A	200.63	67.25	31.3	26.38	111.38	311.91	641.57	725.96	240.78	138.46	125.35	216.29	388.44	370.39	237.05
PF3D7_1319500	PF3D7_1319500.1	4.83	1.34	1.98	7.25	132.57	206.08	360.62	303.51	N/A	7.37	5.95	2.91	39.52	76.43	79.47	97.07	67.87	7.22	4.29	5.59	10.45	11.98	6.51	4.79
PF3D7_1319600	PF3D7_1319600.1	6.56	2.27	2.19	1.65	5.05	3.88	18.16	78.59	N/A	14.08	8.5	5.47	3.79	2.32	4.67	6.98	24.58	89.88	78.19	65.23	37.78	43.2	56.97	77.69
PF3D7_1319700	PF3D7_1319700.1	3.61	0.82	1.56	1.04	6.77	65.12	209.3	234.57	N/A	9.51	7.13	2.15	0.9	9.74	35.81	52.2	34.89	36.43	35.58	25.57	45.63	41.62	41.46	35.75
PF3D7_1319800	PF3D7_1319800.1	10.66	6.4	9.17	6.24	12.44	18.12	71.65	80.97	Pfg17	14.79	15.15	12.14	9.05	6.45	11.05	8.47	9.5	75.36	123.49	118.51	82.34	46.14	80.48	106
PF3D7_1319900	PF3D7_1319900.1	0.8	0.6	0.73	0.6	7.72	26.34	57.34	43.01	N/A	1.9	1.91	1.56	2.52	7.35	16.56	9.56	7.81	4.44	5.4	4.37	9.12	5.01	3.51	4.21
PF3D7_1320000	PF3D7_1320000.1	158.5	146.83	262.23	169.54	258.7	241.08	620.23	741.01	GP1	244.76	375.89	378.96	262.12	114.74	128.32	125.6	143.82	345.21	458.63	236.03	186.33	123.59	144.53	187.88
PF3D7_1320100	PF3D7_1320100.1	11.81	3.44	1.07	0.7	38.34	194.98	772.07	1234.88	ClpS	23.98	5	1.07	1.28	26.64	60.12	123.25	130.53	41.51	18.63	20.2	53.27	102.68	79.03	46.6
PF3D7_1320200	PF3D7_1320200.1	5.69	1.51	1.54	1.2	50.99	123.75	304.16	363.72	N/A	10.99	4.77	3.79	5.93	30.26	44.22	49.4	42.25	35.63	31.37	24.44	52.98	54.04	39.13	33.09
PF3D7_1320300	PF3D7_1320300.1	7.93	5.41	33.15	34.51	189.65	302.08	644.59	474.83	N/A	17.26	12.42	70.36	86.36	103.55	149.41	139.09	69.01	57.33	67.13	58.1	120.13	102.72	56.76	44
PF3D7_1320400	PF3D7_1320400.1	4.24	5.23	31.06	36.92	176.99	321.68	605.04	426.87	SPB	13.1	14.45	70.95	84.84	100.52	135.9	114.1	57.62	58.76	85.1	106.08	142.92	118.96	74.76	62.11
PF3D7_1320500	PF3D7_1320500.1	8.53	6.88	46.14	72.71	262.08	324.44	749.27	680.5	SNAP23	16.36	9.86	88.51	160.68	139.56	137.92	152.86	89.93	23.41	58.91	91.14	98.05	86.32	53.19	43.91
PF3D7_1320600	PF3D7_1320600.1	393.79	120.94	174.2	161.39	558.77	746.99	1409.84	1237.79	RAB11a	259.96	171.77	172.68	170.48	171.68	188.55	159.46	144.56	295.55	162.31	170	128.43	141.4	194.55	237.54
PF3D7_1320700	PF3D7_1320700.1	100.57	8.7	3.98	2.14	7.94	58.93	248.37	1068.62	N/A	206.9	56.58	10.28	4.92	11.67	50.08	87.16	409.87	141.48	72.78	43.35	58.9	163.72	280.92	169.71
PF3D7_1320800	PF3D7_1320800.1	12.12	3.07	2.41	1.22	68.02	462.9	1332.8	944.33	N/A	18.12	7.5	2.94	2.8	85.48	203.95	227.92	100.85	46.33	43.56	44.34	131.35	89.32	70.76	59.64
PF3D7_1320900	PF3D7_1320900.1	15.51	78.64	133.75	112.38	297.64	635.01	1036.11	804.24	N/A	15.48	49.27	112.82	93.18	104.92	99.69	109.16	57.44	31.69	96.96	99.71	72.52	48.46	51.23	60.59
PF3D7_1321000	PF3D7_1321000.1	0.56	0.44	0.71	1.41	3.27	10.61	12.16	6.5	N/A	4.55	4.73	7.5	7.2	5.31	5.65	3.56	6	10.13	8.64	5.76	6.67	4.62	5.71	9.75
PF3D7_1321100	PF3D7_1321100.1	157.48	13.38	3.8	1.27	2.13	6.99	30.35	725.11	N/A	269.5	65.22	7.05	1.46	1.34	5.15	13.49	259.55	238.58	73.91	21.63	26.79	144.47	385.21	231.56
PF3D7_1321200	PF3D7_1321200.1	73.9	93.12	128.89	145.03	601.05	739.03	1430.85	1943.96	N/A	73.31	91.06	137.17	148.82	178.06	123.78	155.52	196.77	45.11	52.97	52.86	41.62	27.56	54.64	33.48
PF3D7_1321300	PF3D7_1321300.1	105.78	78.64	121.92	83.49	277.36	332.65	584.82	425.53	N/A	152.15	220.79	205.17	160.18	127.3	122.4	91.94	64.79	202.96	143.19	99.69	100.18	75.57	77.82	114.2
PF3D7_1321400	PF3D7_1321400.1	290.69	66.72	72.81	52.08	227.89	220.84	459.61	743.34	DHHC8	260.09	193.32	105.84	107.49	74.28	71.19	97.23	104.06	114.9	71.29	42.82	45.35	26.55	72.23	90.56
PF3D7_1321500	PF3D7_1321500.1	133.5	10.68	3.92	1.91	37.14	74.34	427.99	1954.26	PDEbeta	232.26	52.02	5.05	7.84	20.04	40.66	152.12	516.75	191.12	106.34	65.96	116.9	240.84	397.76	241.35
PF3D7_1321600	PF3D7_1321600.1	4.6	1.55	0.77	0.05	1.34	0.97	6.55	22.09	PDEgamma	12.24	2.84	0.85	0.3	0.36	1.11	1.95	9.49	11.28	15.12	11.61	5.73	5.04	9.22	10.54
PF3D7_1321700	PF3D7_1321700.1	211.3	466.47	587.53	568.78	1969.25	2869.73	4171.67	3084.33	SF1	265.84	608.12	710.99	614.57	727.35	501.86	617.45	371.51	222.21	304.39	366.72	305.16	331.02	213.23	242.2
PF3D7_1321800	PF3D7_1321800.1	152.3	125.08	180.12	139.31	506.9	453	627.72	843.85	N/A	163.76	227.95	206.74	214.68	155.88	109	109.41	111.41	179.23	199.87	143.12	125.13	81.84	80.55	118.03
PF3D7_1321900	PF3D7_1321900.1	942.47	180.54	149.52	104.54	348.8	456.21	821.06	527.03	N/A	1259.37	779.5	311.96	271.84	191.49	204.77	148.95	119.59	526.13	247.78	132.04	122.05	85.43	294.45	425.74
PF3D7_1322000	PF3D7_1322000.1	102.42	17.21	3.5	0.83	17.44	132.18	801.14	1337.43	N/A	82.6	25.68	3.22	0.96	14.8	60.98	133.44	134.91	77.19	33.53	26.92	78.62	100.63	96.66	68.12
PF3D7_1322100	PF3D7_1322100.1	117.69	137.22	152.03	99.08	251.99	300.83	374.86	185.55	SET2	204.33	287.42	226.64	160.65	109.89	82.1	61.01	24.49	221.42	286.55	183.15	136.38	75.72	82.5	160.18
PF3D7_1322200	PF3D7_1322200.1	28.37	4.14	3.64	9.07	99.89	234.72	644.75	1050.58	STU2	62.91	18.49	6.57	22.81	64.23	87.39	150.37	197.76	148.59	123.46	119.36	225.73	273.02	263.45	176.14
PF3D7_1322300	PF3D7_1322300.1	5.98	3.27	3.81	5.2	64.25	300.71	874.89	669.02	N/A	10.22	5.12	6.36	15.27	66.12	148.01	155.1	83.9	78.47	60.14	66.13	120.33	124.86	87.81	73.51
PF3D7_1322400	PF3D7_1322400.1	5.25	4.28	12.95	25.44	114.14	118.51	113.17	86.27	N/A	5.06	6.69	26.21	59.43	49.82	27.54	22.13	16.95	64.01	61.48	87.68	46.4	46.64	38.3	43.93
PF3D7_1322500	PF3D7_1322500.1	112.62	12.09	5.52	2.79	8.13	39.05	455.33	1968.14	DHHC5	148.21	39.15	8.15	3.97	4.62	35.03	133.29	345.8	97.91	79.58	36.9	63.53	85.55	147.72	92.23
PF3D7_1322600	PF3D7_1322600.1	22.43	1.87	1.15	0.36	2.96	28.55	77.61	257.62	N/A	43.67	9.09	2.1	0.93	3.45	19.09	19.29	74.54	28.98	11.48	3.14	11.46	24.13	36.27	23.97
PF3D7_1322700	PF3D7_1322700.1	3.7	1.61	1.5	0.97	6.04	68.52	243.93	163.02	N/A	6.63	3.82	1.87	1.77	16.01	53.59	50.74	25.44	33.77	41.09	30.4	38.88	29.26	32.76	38.11
PF3D7_1322800	PF3D7_1322800.1	4.78	0.24	1.07	0.11	1.46	47.4	202.34	343.92	C2AP2	4	2.42	0.53	0.22	4.65	25.3	27.34	21.82	30.47	22.79	10.73	34.77	20.9	17	18.63
PF3D7_1322900	PF3D7_1322900.1	7.63	8.74	4.11	7.6	14.96	32.2	137.09	126.98	N/A	9.64	16.2	16.93	10.35	5.19	16.52	15.99	12.77	10.11	31.1	31.97	21.69	25.84	25.72	31.85
PF3D7_1323000	PF3D7_1323000.1	6.13	27.58	15.25	18.54	49.8	56.27	133.56	67.22	FabZ	4.49	14.4	22.57	17.24	10.67	13	8.98	9.39	25.64	37.79	32.51	22.71	13.68	12.17	20.22
PF3D7_1323100	PF3D7_1323100.1	107.54	495.28	899.54	1238.36	4321.89	5378.47	7526.27	6529.3	N/A	114.07	419.8	848.51	1159.14	1207.32	824.52	735.07	378.07	194.19	528.09	749.83	468.34	325.43	170.2	227.78
PF3D7_1323200	PF3D7_1323200.1	50.1	143.7	227.92	500.75	1148.09	1615.58	2949.18	3988.16	N/A	38.95	59.85	171.52	215.22	217.34	185.75	238.95	213.64	92.45	223.28	289.76	227.11	302.56	191.98	165.41
PF3D7_1323300	PF3D7_1323300.1	9.02	1.7	2.67	6.39	35.25	79.57	397.53	567.26	N/A	20.25	4.84	6.52	9.94	18.3	41.99	97.71	86.26	43.67	42.99	32.9	59.64	63.96	52.77	39.08
PF3D7_1323400	PF3D7_1323400.1	246.44	776.13	1591.71	1793.54	6151.27	7181.23	11119.2	10390.7	RPL23	592.25	1943.78	3391.63	4013.57	3762.34	2454.28	2492.24	1245.51	760.66	1194.72	1674.15	1121.92	746.74	514.95	636.74
PF3D7_1323500	PF3D7_1323500.1	20.19	50.46	121.29	128.09	369.77	426.54	947.75	1330.19	PMV	51.85	110.91	201.73	242.03	147.27	155.04	236.56	220.36	99.78	149.87	151.21	149.47	148.21	113.71	95.36
PF3D7_1323600	PF3D7_1323600.1	2.93	1.31	0.83	2.74	115.34	277.82	643.98	646.74	N/A	11.03	4.38	2.86	17.08	73.05	98.55	130.89	73.67	40.92	47.97	63.83	117.63	86.64	72.48	47.43
PF3D7_1323700	PF3D7_1323700.1	1632.37	183.33	50.81	19.02	28.21	88.08	726.55	10318.92	GAPM1	1040.1	265.57	36.97	7.39	3.15	15.42	137.44	1313.3	365.37	156.33	97.14	84.28	551.66	1064.93	769.93
PF3D7_1323800	PF3D7_1323800.1	9.86	20.77	43.07	33.48	101.91	131.87	320.38	441.63	VPS52	22.31	56.31	85.38	64.18	45.68	55.16	71.54	68.43	63.11	76.96	60.54	64.25	63.99	45.86	45.11
PF3D7_1323900	PF3D7_1323900.1	67.46	215.51	351.94	329.58	933.49	1037.66	1466.35	1057.56	N/A	149.11	492.88	701.71	533.27	476.06	284.29	231.97	208.92	190.4	199.46	194.73	139.73	117.21	73.01	104.13
PF3D7_1324000	PF3D7_1324000.1	7.88	33.56	85.15	103.08	360.64	342.6	430.17	168.07	N/A	12.79	55.06	151.67	177.37	130.92	105.82	51.84	27.96	90.69	136.45	151.12	96.28	67.12	48.16	66.79
PF3D7_1324100	PF3D7_1324100.1	34.74	2.54	1.61	0.48	27.81	177.65	845.96	1312.78	N/A	64.92	14.86	3.29	1.87	33.26	125.04	186.18	210.39	89.41	40.09	31.66	115.32	129.86	147.55	85.34
